Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,10,0.61,0.31,0.4182716612762034
75% Corpus,10,0.61,0.61,0.38252290483633666
75% Corpus,10,0.61,0.9099999999999999,0.3696833544999377
75% Corpus,10,0.61,symmetric,0.4048922528163693
75% Corpus,10,0.9099999999999999,0.01,0.37329699678444694
75% Corpus,10,0.9099999999999999,0.31,0.33999146554131415
75% Corpus,10,0.9099999999999999,0.61,0.30970292066042127
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.302445500438903
75% Corpus,10,0.9099999999999999,symmetric,0.3582199664724843
75% Corpus,10,symmetric,0.01,0.42479383228916506
75% Corpus,10,symmetric,0.31,0.42761272341623496
75% Corpus,10,symmetric,0.61,
75% Corpus,10,symmetric,0.9099999999999999,0.4792249967364494
75% Corpus,10,symmetric,symmetric,0.43876297329878006
75% Corpus,10,asymmetric,0.01,0.4258625332852953
75% Corpus,10,asymmetric,0.31,
75% Corpus,10,asymmetric,0.61,
75% Corpus,10,asymmetric,0.9099999999999999,
75% Corpus,10,asymmetric,symmetric,
75% Corpus,11,0.01,0.01,0.4401269077137547
75% Corpus,11,0.01,0.31,
75% Corpus,11,0.01,0.61,
75% Corpus,11,0.01,0.9099999999999999,
75% Corpus,11,0.01,symmetric,
75% Corpus,11,0.31,0.01,
75% Corpus,11,0.31,0.31,
75% Corpus,11,0.31,0.61,
75% Corpus,11,0.31,0.9099999999999999,
75% Corpus,11,0.31,symmetric,
75% Corpus,11,0.61,0.01,0.40823747527609017
75% Corpus,11,0.61,0.31,0.4065067790948786
75% Corpus,11,0.61,0.61,0.3712165700755465
75% Corpus,11,0.61,0.9099999999999999,0.36104463060191316
75% Corpus,11,0.61,symmetric,0.40187641529840595
75% Corpus,11,0.9099999999999999,0.01,0.3883918395904399
75% Corpus,11,0.9099999999999999,0.31,0.33668091610963363
75% Corpus,11,0.9099999999999999,0.61,0.3036246940643135
75% Corpus,11,0.9099999999999999,0.9099999999999999,0.29428703216944924
75% Corpus,11,0.9099999999999999,symmetric,0.3778821581089403
75% Corpus,11,symmetric,0.01,0.4451047786023542
75% Corpus,11,symmetric,0.31,
75% Corpus,11,symmetric,0.61,0.47395105640194796
75% Corpus,11,symmetric,0.9099999999999999,
75% Corpus,11,symmetric,symmetric,
75% Corpus,11,asymmetric,0.01,0.43463688246897125
75% Corpus,11,asymmetric,0.31,0.49963534432528006
75% Corpus,11,asymmetric,0.61,
75% Corpus,11,asymmetric,0.9099999999999999,
75% Corpus,11,asymmetric,symmetric,
100% Corpus,5,0.01,0.01,0.3294240231365252
100% Corpus,5,0.01,0.31,0.34879452967913
100% Corpus,5,0.01,0.61,0.38725836586224566
100% Corpus,5,0.01,0.9099999999999999,0.3565178173119955
100% Corpus,5,0.01,symmetric,0.29990764129803604
100% Corpus,5,0.31,0.01,0.3897340358174734
100% Corpus,5,0.31,0.31,0.38699223342689393
100% Corpus,5,0.31,0.61,0.4014645475366464
100% Corpus,5,0.31,0.9099999999999999,0.3837346350648095
100% Corpus,5,0.31,symmetric,0.3884004141631185
100% Corpus,5,0.61,0.01,0.40151087633093036
100% Corpus,5,0.61,0.31,0.3505327126330476
100% Corpus,5,0.61,0.61,0.39246415653235844
100% Corpus,5,0.61,0.9099999999999999,0.34643862833301337
100% Corpus,5,0.61,symmetric,0.3667929098013363
100% Corpus,5,0.9099999999999999,0.01,0.37706732628610007
100% Corpus,5,0.9099999999999999,0.31,0.299612840769959
100% Corpus,5,0.9099999999999999,0.61,0.31911766245318146
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.28645558475388055
100% Corpus,5,0.9099999999999999,symmetric,0.31510903951485175
100% Corpus,5,symmetric,0.01,0.4006903179617316
100% Corpus,5,symmetric,0.31,0.33357656876502045
100% Corpus,5,symmetric,0.61,0.3378586612078083
100% Corpus,5,symmetric,0.9099999999999999,0.3875379530350705
100% Corpus,5,symmetric,symmetric,0.330667739488889
100% Corpus,5,asymmetric,0.01,0.41125609728137824
100% Corpus,5,asymmetric,0.31,0.40132290484262834
100% Corpus,5,asymmetric,0.61,0.47326875282500697
100% Corpus,5,asymmetric,0.9099999999999999,
100% Corpus,5,asymmetric,symmetric,0.358833078876762
100% Corpus,6,0.01,0.01,0.35695408805645784
100% Corpus,6,0.01,0.31,0.3194779407485794
100% Corpus,6,0.01,0.61,0.36094259709667725
100% Corpus,6,0.01,0.9099999999999999,0.3971550048723003
100% Corpus,6,0.01,symmetric,0.3782911542835281
100% Corpus,6,0.31,0.01,0.4317731345046995
100% Corpus,6,0.31,0.31,0.4634348195037128
100% Corpus,6,0.31,0.61,0.3743505270493295
100% Corpus,6,0.31,0.9099999999999999,0.38647857666701424
100% Corpus,6,0.31,symmetric,0.44445987863755826
100% Corpus,6,0.61,0.01,0.396503671726969
100% Corpus,6,0.61,0.31,0.3475269499636879
100% Corpus,6,0.61,0.61,0.3879595305997048
100% Corpus,6,0.61,0.9099999999999999,0.39671902682187127
100% Corpus,6,0.61,symmetric,0.39411126480805353
100% Corpus,6,0.9099999999999999,0.01,0.4081176560044359
100% Corpus,6,0.9099999999999999,0.31,0.3198666954541131
100% Corpus,6,0.9099999999999999,0.61,0.29865346342816745
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.32230602505049216
100% Corpus,6,0.9099999999999999,symmetric,0.32985971191440183
100% Corpus,6,symmetric,0.01,0.38825292696145014
100% Corpus,6,symmetric,0.31,0.39354494617843744
100% Corpus,6,symmetric,0.61,0.37210503807945666
100% Corpus,6,symmetric,0.9099999999999999,0.3824272420236659
100% Corpus,6,symmetric,symmetric,0.4222142342493745
100% Corpus,6,asymmetric,0.01,0.40347299304880074
100% Corpus,6,asymmetric,0.31,
100% Corpus,6,asymmetric,0.61,
100% Corpus,6,asymmetric,0.9099999999999999,
100% Corpus,6,asymmetric,symmetric,0.36353238972462193
100% Corpus,7,0.01,0.01,0.3849605926477307
100% Corpus,7,0.01,0.31,0.35817064096335427
100% Corpus,7,0.01,0.61,0.40626364106095453
100% Corpus,7,0.01,0.9099999999999999,0.38798127871426585
100% Corpus,7,0.01,symmetric,0.34347285264325533
100% Corpus,7,0.31,0.01,0.4443420166691876
100% Corpus,7,0.31,0.31,0.4460178074644184
100% Corpus,7,0.31,0.61,0.4531853637509882
100% Corpus,7,0.31,0.9099999999999999,0.40668291908665266
100% Corpus,7,0.31,symmetric,0.4410737345235701
100% Corpus,7,0.61,0.01,0.40003630808586915
100% Corpus,7,0.61,0.31,0.4283317655899684
100% Corpus,7,0.61,0.61,0.4277023457507144
100% Corpus,7,0.61,0.9099999999999999,0.39935571742629766
100% Corpus,7,0.61,symmetric,0.4211319730630508
100% Corpus,7,0.9099999999999999,0.01,0.3557591127504323
100% Corpus,7,0.9099999999999999,0.31,0.32435716609495835
100% Corpus,7,0.9099999999999999,0.61,0.3098410759061703
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.2870372030420078
100% Corpus,7,0.9099999999999999,symmetric,0.3917689470266295
100% Corpus,7,symmetric,0.01,0.42997954597657145
100% Corpus,7,symmetric,0.31,0.3900772636386914
100% Corpus,7,symmetric,0.61,0.41222096483049253
100% Corpus,7,symmetric,0.9099999999999999,
100% Corpus,7,symmetric,symmetric,0.45140737116725577
100% Corpus,7,asymmetric,0.01,0.41126619903725936
100% Corpus,7,asymmetric,0.31,0.41996537709620485
100% Corpus,7,asymmetric,0.61,
100% Corpus,7,asymmetric,0.9099999999999999,
100% Corpus,7,asymmetric,symmetric,0.4404735304066138
100% Corpus,8,0.01,0.01,0.3814912399641378
100% Corpus,8,0.01,0.31,0.42421196862450317
100% Corpus,8,0.01,0.61,0.4044899927375064
100% Corpus,8,0.01,0.9099999999999999,0.4621234111900381
100% Corpus,8,0.01,symmetric,0.37873999180421236
100% Corpus,8,0.31,0.01,0.4555144065105512
100% Corpus,8,0.31,0.31,
100% Corpus,8,0.31,0.61,0.44816318959791646
100% Corpus,8,0.31,0.9099999999999999,0.44321892268787233
100% Corpus,8,0.31,symmetric,0.4703044900084753
100% Corpus,8,0.61,0.01,0.45437397424476256
100% Corpus,8,0.61,0.31,0.4435496213378073
100% Corpus,8,0.61,0.61,0.390107452553369
100% Corpus,8,0.61,0.9099999999999999,0.4204862260948016
100% Corpus,8,0.61,symmetric,0.4609307635032684
100% Corpus,8,0.9099999999999999,0.01,0.3905975707497811
100% Corpus,8,0.9099999999999999,0.31,0.39057375929558974
100% Corpus,8,0.9099999999999999,0.61,0.31675277998814
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.28160827454178905
100% Corpus,8,0.9099999999999999,symmetric,0.41694757240311403
100% Corpus,8,symmetric,0.01,0.379033799511459
100% Corpus,8,symmetric,0.31,0.40311618469660215
100% Corpus,8,symmetric,0.61,0.41769711449483604
100% Corpus,8,symmetric,0.9099999999999999,0.44390901273596683
100% Corpus,8,symmetric,symmetric,0.4046490181637631
100% Corpus,8,asymmetric,0.01,0.4742241063555441
100% Corpus,8,asymmetric,0.31,
100% Corpus,8,asymmetric,0.61,
100% Corpus,8,asymmetric,0.9099999999999999,
100% Corpus,8,asymmetric,symmetric,
100% Corpus,9,0.01,0.01,0.42530489625440354
100% Corpus,9,0.01,0.31,0.4749209386391234
100% Corpus,9,0.01,0.61,0.40607602662514874
100% Corpus,9,0.01,0.9099999999999999,
100% Corpus,9,0.01,symmetric,0.43767159554109125
100% Corpus,9,0.31,0.01,0.5327073293632034
100% Corpus,9,0.31,0.31,0.5031128466917413
100% Corpus,9,0.31,0.61,
100% Corpus,9,0.31,0.9099999999999999,
100% Corpus,9,0.31,symmetric,0.4870523661982854
100% Corpus,9,0.61,0.01,0.4789457390010397
100% Corpus,9,0.61,0.31,0.4203136960264182
100% Corpus,9,0.61,0.61,0.4233038526210244
100% Corpus,9,0.61,0.9099999999999999,0.42550962136671816
100% Corpus,9,0.61,symmetric,0.45935349904508427
100% Corpus,9,0.9099999999999999,0.01,0.41971763524193156
100% Corpus,9,0.9099999999999999,0.31,0.38416907104832326
100% Corpus,9,0.9099999999999999,0.61,0.2972475148179105
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.2885678431923958
100% Corpus,9,0.9099999999999999,symmetric,0.39025324124198213
100% Corpus,9,symmetric,0.01,0.4298572887017676
100% Corpus,9,symmetric,0.31,0.47229513848902055
100% Corpus,9,symmetric,0.61,0.43930011394448076
100% Corpus,9,symmetric,0.9099999999999999,0.47958520833010115
100% Corpus,9,symmetric,symmetric,0.44723379633978827
100% Corpus,9,asymmetric,0.01,0.4118365039563255
100% Corpus,9,asymmetric,0.31,
100% Corpus,9,asymmetric,0.61,
100% Corpus,9,asymmetric,0.9099999999999999,
100% Corpus,9,asymmetric,symmetric,
100% Corpus,10,0.01,0.01,0.46047406293487486
100% Corpus,10,0.01,0.31,
100% Corpus,10,0.01,0.61,
100% Corpus,10,0.01,0.9099999999999999,0.47885189595544403
100% Corpus,10,0.01,symmetric,0.4447393602925893
100% Corpus,10,0.31,0.01,0.5075303845335807
100% Corpus,10,0.31,0.31,
100% Corpus,10,0.31,0.61,
100% Corpus,10,0.31,0.9099999999999999,
100% Corpus,10,0.31,symmetric,
100% Corpus,10,0.61,0.01,0.4829431782631636
100% Corpus,10,0.61,0.31,0.47184305849547686
100% Corpus,10,0.61,0.61,0.4367516465225889
100% Corpus,10,0.61,0.9099999999999999,0.44191703947716243
100% Corpus,10,0.61,symmetric,0.4694195778696419
100% Corpus,10,0.9099999999999999,0.01,0.4203322630223192
100% Corpus,10,0.9099999999999999,0.31,0.37026001351606586
100% Corpus,10,0.9099999999999999,0.61,0.3031124289470154
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.26371874854460164
100% Corpus,10,0.9099999999999999,symmetric,0.4634650497652409
100% Corpus,10,symmetric,0.01,0.47564733474585424
100% Corpus,10,symmetric,0.31,0.46828464847069007
100% Corpus,10,symmetric,0.61,
100% Corpus,10,symmetric,0.9099999999999999,
100% Corpus,10,symmetric,symmetric,0.4821821461787586
100% Corpus,10,asymmetric,0.01,
100% Corpus,10,asymmetric,0.31,
100% Corpus,10,asymmetric,0.61,
100% Corpus,10,asymmetric,0.9099999999999999,
100% Corpus,10,asymmetric,symmetric,
100% Corpus,11,0.01,0.01,0.47030918657205195
100% Corpus,11,0.01,0.31,0.410948905955226
100% Corpus,11,0.01,0.61,0.41707485191485744
100% Corpus,11,0.01,0.9099999999999999,
100% Corpus,11,0.01,symmetric,0.441383606823876
100% Corpus,11,0.31,0.01,
100% Corpus,11,0.31,0.31,
100% Corpus,11,0.31,0.61,
100% Corpus,11,0.31,0.9099999999999999,
100% Corpus,11,0.31,symmetric,
100% Corpus,11,0.61,0.01,0.4959502553185285
100% Corpus,11,0.61,0.31,0.4883357205545123
100% Corpus,11,0.61,0.61,0.45831453249736975
100% Corpus,11,0.61,0.9099999999999999,0.4644447247978094
100% Corpus,11,0.61,symmetric,0.49674892035988366
100% Corpus,11,0.9099999999999999,0.01,0.44450762926896287
100% Corpus,11,0.9099999999999999,0.31,0.4090576530277757
100% Corpus,11,0.9099999999999999,0.61,0.294871682539699
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.2996040930993359
100% Corpus,11,0.9099999999999999,symmetric,0.38208108482704745
100% Corpus,11,symmetric,0.01,0.47395508166995276
100% Corpus,11,symmetric,0.31,0.40466053455382445
100% Corpus,11,symmetric,0.61,
100% Corpus,11,symmetric,0.9099999999999999,
100% Corpus,11,symmetric,symmetric,0.44755851788399875
100% Corpus,11,asymmetric,0.01,0.46690470314795274
100% Corpus,11,asymmetric,0.31,
100% Corpus,11,asymmetric,0.61,
100% Corpus,11,asymmetric,0.9099999999999999,
100% Corpus,11,asymmetric,symmetric,0.4414076077744447
